Mass 1: 5.044511E12 kg
Diameter 1: 8.0912695 m
Mass 2: 4.968899E12 kg
Diameter 2: 8.010815 m

Time (s)	Distance (m)	Gravitational Force (MN)
6.87		277.09		21434.91
6.89		277.01		21448.23
6.89		276.92		21461.54
6.90		276.83		21474.94
6.90		276.75		21488.33
6.92		276.66		21501.82
6.93		276.57		21515.33
6.94		276.49		21528.86
6.94		276.40		21542.42
6.95		276.31		21556.02
6.96		276.23		21569.65
6.97		276.14		21583.32
6.98		276.05		21597.03
6.98		275.96		21610.76
6.99		275.87		21624.55
7.00		275.79		21638.34
7.01		275.70		21652.19
7.02		275.61		21666.05
7.03		275.52		21679.98
7.03		275.43		21693.91
7.04		275.34		21707.91
7.05		275.26		21721.92
7.06		275.17		21736.01
7.06		275.08		21750.10
7.08		274.99		21764.27
7.08		274.90		21778.44
7.09		274.81		21792.71
7.10		274.72		21806.98
7.11		274.63		21821.35
7.12		274.54		21835.74
7.13		274.45		21850.16
7.14		274.36		21864.61
7.14		274.26		21879.09
7.15		274.17		21893.63
7.16		274.08		21908.19
7.17		273.99		21922.81
7.18		273.90		21937.45
7.19		273.81		21952.14
7.19		273.72		21966.84
7.20		273.62		21981.61
7.21		273.53		21996.39
7.22		273.44		22011.23
7.22		273.35		22026.09
7.24		273.26		22041.02
7.24		273.16		22055.97
7.25		273.07		22070.99
7.26		272.98		22086.02
7.27		272.88		22101.14
7.27		272.79		22116.25
7.29		272.70		22131.48
7.29		272.60		22146.69
7.30		272.51		22162.02
7.30		272.41		22177.33
7.32		272.32		22192.77
7.33		272.22		22208.23
7.34		272.13		22223.72
7.34		272.03		22239.25
7.35		271.94		22254.82
7.36		271.84		22270.44
7.37		271.75		22286.09
7.38		271.65		22301.80
7.38		271.56		22317.54
7.39		271.46		22333.34
7.40		271.37		22349.15
7.41		271.27		22365.03
7.42		271.17		22380.93
7.43		271.08		22396.91
7.43		270.98		22412.89
7.44		270.88		22428.96
7.45		270.78		22445.04
7.46		270.69		22461.21
7.46		270.59		22477.37
7.48		270.49		22493.66
7.48		270.39		22509.94
7.49		270.30		22526.34
7.50		270.20		22542.73
7.51		270.10		22559.25
7.52		270.00		22575.80
7.53		269.90		22592.39
7.54		269.80		22609.02
7.54		269.70		22625.68
7.55		269.60		22642.41
7.56		269.50		22659.18
7.57		269.40		22676.02
7.58		269.30		22692.88
7.59		269.20		22709.81
7.59		269.10		22726.76
7.60		269.00		22743.79
7.61		268.90		22760.83
7.62		268.80		22777.96
7.62		268.70		22795.10
7.64		268.60		22812.34
7.64		268.49		22829.59
7.65		268.39		22846.94
7.66		268.29		22864.29
7.67		268.19		22881.76
7.67		268.09		22899.23
7.69		267.98		22916.82
7.69		267.88		22934.41
7.70		267.78		22952.14
7.70		267.67		22969.86
7.72		267.57		22987.73
7.72		267.47		23005.59
7.74		267.36		23023.61
7.74		267.26		23041.66
7.75		267.15		23059.75
7.76		267.05		23077.89
7.77		266.94		23096.08
7.78		266.84		23114.35
7.78		266.73		23132.65
7.79		266.62		23151.04
7.80		266.52		23169.46
7.81		266.41		23187.96
7.82		266.31		23206.49
7.83		266.20		23225.11
7.83		266.09		23243.74
7.84		265.98		23262.49
7.85		265.88		23281.25
7.86		265.77		23300.13
7.86		265.66		23319.02
7.88		265.55		23338.04
7.88		265.45		23357.07
7.89		265.34		23376.25
7.90		265.23		23395.42
7.91		265.12		23414.76
7.91		265.01		23434.09
7.93		264.90		23453.61
7.94		264.79		23473.16
7.94		264.68		23492.75
7.95		264.57		23512.41
7.96		264.46		23532.13
7.97		264.35		23551.93
7.98		264.23		23571.78
7.99		264.12		23591.72
7.99		264.01		23611.70
8.00		263.90		23631.77
8.01		263.79		23651.88
8.02		263.67		23672.09
8.02		263.56		23692.32
8.04		263.45		23712.68
8.04		263.33		23733.05
8.05		263.22		23753.58
8.06		263.11		23774.11
8.07		262.99		23794.81
8.07		262.88		23815.51
8.09		262.76		23836.39
8.09		262.65		23857.27
8.10		262.53		23878.34
8.10		262.42		23899.41
8.12		262.30		23920.66
8.13		262.18		23941.97
8.14		262.07		23963.34
8.14		261.95		23984.78
8.15		261.83		24006.30
8.16		261.71		24027.91
8.17		261.60		24049.58
8.18		261.48		24071.36
8.18		261.36		24093.21
